作品,作品积分,年,月
时光机,61272,2012,2
焚,26413,2012,2
劫数难逃,32042,2012,2
错，爱,237903,2012,2
梅子酒,21529,2012,2
只要三分,19090,2012,2
赤云歌,410828,2012,2
逃城,22293,2012,2
凤穿倾君心,67467,2012,2
倾世绝华,16420,2012,2
局,54162,2012,2
郭实的夏天,79978,2012,2
暗恋,19096,2012,2
异世魔法风云录,24893,2012,2
尘世浮华,16649,2012,2
你好，再见,20287,2012,2
君若醉红尘,133435,2012,2
一生、一世、一月夜,131990,2012,2
错爱,32759,2012,2
网游之恶魔盟约,58086,2012,2
试验田1号,31636,2012,2
关于‘龙’的故事,23437,2012,2
别自以为是,44937,2012,3
风雨平生,70848,2012,2
无法被歌颂的青春,55246,2012,2
风华,25049,2012,2
时之鼓动,17466,2012,2
往生录系列,116797,2012,2
夜歌森林,16400,2012,3
风音,57440,2012,3
在凌晨中看到模糊的一笑倾城,58184,2012,3
刀笔子春雪,25283,2012,3
暗夜流年,23517,2012,3
彼时?花开花落,16494,2012,3
我们一起拥抱的夏天,16400,2012,3
死神在我家,18981,2012,3
暮夜,16739,2012,3
多了你的明天,36365,2012,3
满星物语,81003,2012,3
阳光下,27020,2012,3
重生之殇破红尘,23047,2012,3
我们拥有的全世界,17203,2012,3
浮生幻境,89375,2012,3
一天一点爱恋,75605,2012,3
逐风,67698,2012,3
我真的爱你,20875,2012,3
水妖,70854,2012,3
阴差阳错,26580,2012,3
三世三生（修真）,16478,2012,3
转眼，已是黄昏时,24714,2012,3
最佳拍档,121678,2012,3
征服了谁,22515,2012,3
去他妈的爱情,39656,2012,3
三小时,23527,2012,3
离殇,19289,2012,3
云渺渺·水浅兮,127148,2012,4
SO EASY,36745,2012,4
今天天气晴好,21383,2012,4
这个夏天有点闷,17583,2012,4
得失之外,16580,2012,4
落寞情殇,52015,2012,4
重生之流光的步调,24738,2012,4
小城故事,18959,2012,4
妖言鬼话,16528,2012,4
穿越之节操毫无意义,16632,2012,4
两两相忘，终不得见,23915,2012,4
牵手 幸福,28447,2012,4
安贫乐道,33965,2012,4
雨泪（短篇）,20994,2012,4
如光、如夜,50365,2012,4
原来遇见,16414,2012,4
不负相思意,79150,2012,4
月无双,28983,2012,4
韶华绝尘,25475,2012,4
漫漫时光 幸好有你,75121,2012,4
倾晨天下,35638,2012,4
仅此而已,68506,2012,4
妄途,37405,2012,4
背叛者,18115,2012,4
蓦然回首那只是奢望,21005,2012,4
墨起殇华,16635,2012,4
花为君开,20937,2012,4
风流子,67074,2012,4
锦瑟年华，江山如画,143209,2012,4
乾坤引路传,38378,2012,4
寂夜,44663,2012,4
难,18754,2012,4
混乱,253077,2012,4
I see you,45250,2012,4
Die Siamesischen Zwillinge,37860,2012,4
创世online,24719,2012,5
是他,18748,2012,5
从来未爱你,24541,2012,5
谁书烟雨,42223,2012,5
著笔繁华,31893,2012,5
锦瑟醉心,126629,2012,5
无需理由,21856,2012,5
游灵,17673,2012,5
人妖爱,44815,2012,5
小楼知风雨,41202,2012,5
谓我心忧,121713,2012,5
本卿很忧郁,96735,2012,5
大铁椎传,29758,2012,5
柯南同人,16583,2012,5
寄尘梦记,16485,2012,5
军,16491,2012,5
蜃景與花,40859,2012,5
趁年华,35252,2012,5
爱你，为你作绸缪,32597,2012,5
违爱千年,36400,2012,5
坑蒙拐骗,16405,2012,5
妄言,20555,2012,5
原谅我不那么爱你,39169,2012,5
浮生梦魅,36001,2012,5
第01章,16400,2012,5
老天，这不公平,45989,2012,5
一生中最爱,34326,2012,5
黑狐,24012,2012,5
爱是不健康,16401,2012,5
别来无恙,33771,2012,5
谢谢，我恨你,19057,2012,5
白衣,67113,2012,6
鬼客,53892,2012,6
情·空,18626,2012,6
紫川之,69093,2012,6
我们，生日快乐,35418,2012,6
咏而归,18861,2012,6
《说爱太肤浅》,25030,2012,6
我没病是你有病,25145,2012,6
Because,24445,2012,6
末日笔记,19696,2012,6
说再见不难,24016,2012,6
莲落颜欢,22469,2012,6
伤情,20121,2012,6
MEARBHALLSSSSS,40220,2012,6
血骨瓷,20135,2012,6
微笑的狼,156922,2012,6
琴师,20198,2012,6
云起江湖,61235,2012,6
云烟 江南似水,21763,2012,6
此生一乐足矣,17535,2012,6
野猫,17536,2012,6
甜蜜牵绊,24289,2012,6
莫问芳菲,23530,2012,6
烈绝尘,23857,2012,6
一念天堂,56084,2012,6
琴动天下,47185,2012,8
冬离,52944,2012,6
因果关系网,335736,2012,6
偷天,30348,2012,6
纯真年代,83941,2012,6
北门,26422,2012,6
毒点红,22689,2012,6
Memorial Miracle-其一,25704,2012,6
宁凡,18924,2012,6
睚眦比臻,45917,2012,6
琥珀,22358,2012,6
殁故沉浮,28128,2012,6
夜雨七日,16815,2012,6
此生凌乱,38774,2012,6
享受,19072,2012,6
影,62084,2012,6
迷雾中的路,105221,2012,6
凝轩,35982,2012,6
陋质何堪献殷勤,22361,2012,6
夏历,49235,2012,6
月冷霜河（又名：魔教教主的管家大人）,23862,2012,6
相会洛城,16400,2012,6
奇幻大陆之莲木清,338295,2012,6
绝世之狼之谋情害命,40857,2012,6
丁植钟的爱情,141745,2012,6
余生倾城,22804,2012,6
暴食日记,23629,2012,6
桃李无言一队春,24090,2012,6
非黑即白,40558,2012,6
弦月之歌,1013626,2012,6
几番春暮,122465,2012,6
一见钟情，再见倾心,19447,2012,6
少了什么,16805,2012,6
异界：小兽养成攻略,34858,2012,6
那年夏日,35556,2012,6
同人文集结,19918,2012,6
秘密,25667,2012,6
119120110,66605,2012,6
镜花挽月人,32549,2012,6
人妖,18405,2012,6
江湖冒险录,18113,2012,6
无趣,16512,2012,6
新文,17541,2012,6
酒醒何处,16490,2012,6
木掠花溪,71524,2012,6
一帘风月闲,68398,2012,6
让我陪你去远方,68353,2012,6
当雨流美弥音穿到搅基的科幻世界,123258,2012,6
何必太多情（强强）,18099,2012,7
旋转木马之开始,20606,2012,7
樱泣雪,16533,2012,7
水不流,20620,2012,7
花开千叶,55481,2012,8
无药可救,31211,2012,7
丝缕阳光,28560,2012,7
暗影星空,51261,2012,7
雀之恋,41689,2012,7
向阳,17044,2012,7
火影之忍道可道，非常道,16964,2012,7
The Newsmaker(新闻事件),61390,2012,7
将爱（木山龙一郎×和泉零次）,270825,2012,7
雪墨大陆,17781,2012,7
花生牛奶偶耐你之血夜,32683,2012,7
倾尽天下：竹立一方,33083,2012,7
"HERE,THERE",120338,2012,7
城畔·未尽,26016,2012,7
画堂春,417285,2012,7
His story,85594,2012,7
夺戒,26463,2012,7
道是无晴却有晴,156013,2012,7
长安,44760,2012,7
血宴[Blood feast],22229,2012,7
青门引之一曲流华,54031,2012,7
万年,34022,2012,7
携手,18900,2012,7
沧桑的是流水,33180,2012,7
浮夸,20995,2012,7
倾国之恋,146734,2012,7
（未来）穿越之隐藏身份,240383,2012,7
民国诡异风云录,30239,2012,7
阎魔爱,35653,2012,7
初临天下,25424,2012,7
夜夜笙箫,27233,2012,7
簌簌风声,43620,2012,7
沈三苦逼的求爱之旅,104258,2012,7
你，永远只能是我的,27920,2012,7
国师,25598,2012,7
秋水长天,48919,2012,7
•九尾,44844,2012,7
路漫漫其修远,48256,2012,7
花有毒,17929,2012,7
红海残卷,56655,2012,7
转身,16509,2012,7
凤凰赌城(BL),47686,2012,7
冰卉奇缘,95088,2012,7
每当变幻时,24198,2012,7
都是Ta,44185,2012,7
名为世界的牢狱,27552,2012,7
旧日年光,29148,2012,7
腐朽,18244,2012,8
HP红色盛宴,19651,2012,7
我们在时光路上渐行渐远,48458,2012,7
今夕何年,22738,2012,7
飞星舞魅,28468,2012,7
白天不懂夜的美,26369,2012,7
莫误双鱼到谢桥,92129,2012,7
重生之界,29006,2012,7
仙之若莫,83206,2012,7
愿与君歌一曲,100732,2012,7
水蓝之淰,19612,2012,7
让我再一次拥有你,16800,2012,7
流月寒情,18734,2012,7
分期付款,25305,2012,7
铭雨,16584,2012,7
第三个愿望,24415,2012,8
重生之伞下红琰,19851,2012,10
禁区迷情,88394,2012,7
越狱,51497,2012,8
心理咨询室,67716,2012,8
以爱之名,35103,2012,8
春宵,18940,2012,8
重生之针对,27392,2012,8
那交织的后果,45733,2012,8
唯杉不陪,16528,2012,8
我是一只穿越猫,24364,2012,8
月の真爱,18760,2012,8
只因我愿意,17522,2012,8
旧城故事,30685,2012,8
夜夜除非,143887,2012,8
九阴,28175,2012,8
罂粟之劫,57967,2012,8
月朦胧,20628,2012,8
[拟人]深那个圳,36637,2012,8
迷途未远,18855,2012,8
樱花殇，风零落,17321,2012,8
酒仙,17003,2012,8
爱要怎么解释,34403,2012,8
通缉犯,22046,2012,8
卿刺，卿赐,20151,2012,8
全息网游之剑爱无敌,20477,2012,8
归来,51510,2012,8
你耍我吗混蛋！,30309,2012,8
鹰之羽翼,55667,2012,8
撩成消，瑬离锁,19480,2012,8
群鬼乱舞,22509,2012,8
遗忘,17931,2012,8
回魂,16401,2012,8
彼端,24319,2012,8
诱饵,19989,2012,8
糖糖的恋爱粥,20267,2012,8
镜面成双,62587,2012,8
缘来是你,24489,2012,8
穿越二三事,22977,2012,8
魔域玲珑,18597,2012,8
你存在 我深深的脑海里,26648,2012,8
樱花季,98230,2012,8
乱世风华,17664,2012,8
半壁江山,16423,2012,8
杀手遗事,58732,2012,8
大纽约之夏,104936,2012,8
双夏,35408,2012,8
长路漫漫,25276,2012,8
君子令,52067,2012,8
云漠之初,18141,2012,8
愿,16400,2012,8
逃不脱，命运的枷锁,17603,2012,8
天宸,30229,2012,9
恋爱作战计划,48785,2012,9
铭心如依（皇X将）,48906,2012,9
任务进行式,60055,2012,9
删号战,32395,2012,9
焚心以火,18885,2012,9
狂傲逍遥帝,72154,2012,9
孤证难眠,24931,2012,9
锦绣年华,48078,2012,9
微小说,35789,2012,9
猎,18696,2012,9
囚乾,16506,2012,9
落花流水,23453,2012,9
雾离别殇,18626,2012,9
我的心肝要崩溃了,20246,2012,9
你是我的在劫难逃,61648,2012,9
红雪白梅,80132,2012,10
那你就试试,22316,2012,10
错,29121,2012,10
無,22790,2012,10
最佳穿说旁观者,67622,2012,10
好久不见,46568,2012,10
逍遥觞,31501,2012,10
蛊神夫君,212073,2012,10
黑火,41275,2012,10
S·M宠爱公寓,23582,2012,10
劣质产品,24278,2012,10
某年某月连续降雨,49577,2012,10
非人I,32364,2012,10
故事,156347,2012,10
绝代双骄,187502,2012,10
以幸福之名,20531,2012,10
空城旧梦,18262,2012,10
随风凌乱,40527,2012,10
流年,92382,2012,10
原创の我们的誓言,21113,2012,10
捡到的小黑,70851,2012,10
流雨箭楼,227973,2012,10
深秋故事,21069,2012,10
与你比肩,17643,2012,10
紫玉入萧红,150502,2012,10
4,17466,2012,10
3,17466,2012,10
清平乐,19009,2012,10
家河山国不如相望江湖,55389,2012,10
如果你不曾忘记我,45953,2012,11
莲禁,20966,2012,11
浅纹漾然,100912,2012,11
浮月渡笙音,17402,2012,11
沉衍,84400,2012,11
伊丽莎白失踪了,18803,2012,11
寒衣盛雪,26337,2012,11
三大欲求，爱为先,102124,2012,11
大罗天,31468,2012,11
翰朝怀襄传,18582,2012,11
海伦,50781,2012,11
枕边读物,20449,2012,11
周姓少年,50108,2012,11
致命火情,18132,2012,11
矫情的男人,17092,2012,11
溺醉尘,20512,2012,11
我愿意把全世界给你！,17329,2012,11
厚古薄金,74423,2012,11
承欢,27821,2012,11
走一步的风景,25619,2012,11
太子的伪男书童,27408,2012,11
幸福向左,219556,2012,11
寻杀,22999,2012,11
郎啊,33305,2012,11
明沉言溪,18604,2012,11
随君心,20572,2012,11
爱爱爱不爱滚,21701,2012,11
坚守,26725,2012,11
闲池阁,26036,2012,11
日月非明,55441,2012,11
平等王,19549,2012,11
[龙之谷同人-十雷十向]爱し子よ,102443,2012,11
我欲飞翔,71247,2012,12
小恶魔出逃记,21862,2012,12
风起江湖,52752,2012,12
別怪我天生太熱血,34124,2012,12
那个执事，爱与永远,17557,2012,12
钱笑,18939,2012,12
裙下之臣,65222,2012,12
所谓爱情,35102,2012,12
《若有来生》,27607,2012,12
永*,45655,2012,12
前城,28062,2012,12
重生我行我素,21756,2012,12
风尘滚滚动地来,18997,2012,12
殇过情至,82355,2012,12
泡沫,21829,2012,12
忘情仇,40923,2012,12
未歇,23180,2012,12
不归,18544,2012,12
王见王,19879,2012,12
网游之盛世清风,139577,2012,12
白啡冷彻心扉,66840,2012,12
骚海小豪激一情一史,49735,2012,12
一笑泯江湖之如梦令,24061,2012,12
北方的雪,47643,2012,12
黑夜过后,47069,2012,12
突然就遇见了你,42551,2012,12
大楚海棠,43011,2012,12
孝今生,21270,2012,12
灵魂的花期,204816,2012,12
靡荼,17804,2012,12
暗战,96175,2012,12
幻术师与死神的较量,52082,2012,12
I wishing,37032,2012,12
偷上君王枕,225905,2012,12
认错,31409,2012,12
流转,40523,2012,12
沐阳，下雨了,38129,2012,12
敬爱分析,31703,2012,12
大哥,2233244928,2013,6
银河帝国之刃,1939320064,2013,9
君为下,1563071104,2013,8
重回末世之天罗惊羽,1093160704,2013,10
阎王,423935232,2013,11
绝处逢生[末世],760082176,2013,12
牛男,798857408,2013,4
重生之魔鬼巨星,1060286784,2013,12
最强召唤师,496970592,2013,10
投资人生[重生],551193984,2013,8
穿越之逼恶成圣,727490240,2013,8
反派要刷好感度,407181152,2013,7
和主人的十个约定,1488496768,2013,5
纯阳,642434240,2013,4
带着生活系统养包子,644368256,2013,7
重登仙途(重生),365906688,2013,12
船长偏头痛,775033728,2013,1
[综英美剧]夜的第七章,381113184,2013,8
位面典狱长,257202080,2013,12
穿越之奸宦巨星,620174720,2013,10
赶尸小道[星际],263613584,2013,8
杀青,226127328,2013,6
破晓,444289792,2013,10
仙界贸易商人[重生],396342816,2013,8
逃离无限密室,182588608,2013,2
重生之贱受逆袭,289270976,2013,10
药仙,431470432,2013,11
我的老师,174548960,2013,3
失守,445790048,2013,9
天上掉下个媳妇儿,443176864,2013,7
[斗罗同人]栖海之日,80143304,2013,6
起点文的错误打开方式,167559104,2013,11
[重生]君策,199537088,2013,9
十年暗恋,375342560,2013,10
穿越之将,187636704,2013,7
精分修仙,319179584,2013,5
龙族契约神,213103600,2013,12
当剑修来到西幻大陆,203363936,2013,2
[斗罗]烨火,167875632,2013,2
[洪荒]上清通天,241449776,2013,5
师兄卷土重来,309389856,2013,4
精灵，你的三观呢？,135048160,2013,7
穿越之双界修真,241814080,2013,12
落难的魔王不如猪,254585392,2013,7
王不见王[洪荒],165226544,2013,9
［龙族］荣光之巅,155098208,2013,6
虫族崛起,124900968,2013,11
重生人鱼进化时,83487552,2013,1
[神雕+大唐]龙女无忧,107620296,2013,3
那个天师,98063144,2013,4
重生未来之晶师,66797520,2013,9
地球人圈养手册,128495384,2013,3
异世求存,168280848,2013,10
末世之反转人生,78081256,2013,8
不想归来的王者[星际],83817232,2013,9
重生之凤在上，龙在下,87377504,2013,6
兄长大人们厚爱[陆小凤],90808376,2013,1
(重生)幕后,72239336,2013,4
[重生]巨星复仇,38563020,2013,10
伪装成受,66245844,2013,7
重生之将后,88868560,2013,9
道场,345973600,2013,9
重生之贱受终成渣,74512704,2013,11
鱼也是有尊严的,86849576,2013,12
青雀歌,159077040,2013,11
[系统+末世]笛音,81680160,2013,11
射雕之我是良民！,61763952,2013,3
红楼之有匪君子,50363928,2013,2
上将，您有了,64181628,2013,10
蝙蝠也要谈恋爱[网配],112342696,2013,10
重生之花哥逆袭,52516416,2013,11
拒生包子[未来],57328220,2013,12
主神文学网,67299464,2013,1
[洪荒+聊斋]破魔,55477396,2013,8
[综武侠]穿越局奇闻录,36413088,2013,11
东方不败之小僧无礼,45621596,2013,5
[死灵]黑暗王座,84959576,2013,1
重生之臣服,68421192,2013,7
[大唐双龙传]东都之狼,73191120,2013,5
[陆小凤+神雕]龙游山庄,101542720,2013,6
（机甲）重生未来之芯片师,50721140,2013,5
重生之医道修仙,66910696,2013,2
当起点boss重生晋江文,43546220,2013,11
论Omega特工的素质提升,50643560,2013,11
重生复仇之运事,109165272,2013,12
末世重生之人鱼养成,43687808,2013,5
[GL娱乐圈]美人,82231064,2013,7
我的系统叫妇女之友,57656552,2013,11
星际和亲之路,90849640,2013,7
因果抽奖系统,55871268,2013,12
[火影]蛇叔 快到碗里来~,60779280,2013,2
每逢机缘都看见道侣在坑人,49741660,2013,10
[鸣佐]回木叶结婚吧，佐助,75084768,2013,5
魔尊的政治婚姻,144958208,2013,8
重生之岩钦,99083456,2013,11
[综]带着系统穿武侠,51826564,2013,1
约内婚姻,78348600,2013,4
一切从相遇开始 Ⅲ,132282872,2013,9
忠犬每天在卖蠢,51450192,2013,3
重生陌路,121147672,2013,5
穿越后巨星[重生],53730668,2013,12
星际未来之受运记,48451908,2013,12
非人,111916104,2013,3
这货是人鱼？,63065712,2013,8
[竞技]力争上游,241408336,2013,3
[夜访吸血鬼]吸血鬼莱威尔,63743424,2013,1
人鱼？海妖！,66753424,2013,4
(穿越)侍卫,54869896,2013,3
重生之复仇（强强）,54502668,2013,8
未来之虫族,66490496,2013,5
重生之厨房历险记,40439912,2013,2
兽世之军爷变皇夫,35914552,2013,11
星际治疗师,44291636,2013,10
恪守仙归,70282432,2013,3
重生之狭路,39352316,2013,2
还真,41650452,2013,5
驶向黎明,130840400,2013,12
卡卡重生带系统,125294168,2013,9
通天路,148804960,2013,11
重生三爷,91449816,2013,2
[综漫]好人一生平安,136362304,2013,12
重生之渣受归来,61299792,2013,11
火影之原野,75357744,2013,2
[人鱼]拒绝负距离,32833266,2013,4
与大师兄一起修仙的日子,50757072,2013,10
站住，那个怪！,111221616,2013,3
[锤基]爸爸去哪儿了？,60654988,2013,12
“横”星时代,141614336,2013,3
K-王剑合璧,71956008,2013,1
被学弟圈养了怎么破,39405184,2013,10
[综]猫奴养成计划,33497396,2013,8
[星际]废柴改造计划,54840924,2013,4
[综穿越]那些被遗忘的,65191668,2013,1
[HP+无限]当你遇到我,62830428,2013,7
我家夫郎是只妖,59665676,2013,8
尸魂鬼语,34999096,2013,8
重生之霸占[娱乐圈],57751128,2013,12
下辈子绝不写仙侠,31926060,2013,3
重生兽世之军夫,42966044,2013,7
[综美英]天才进化之路,34541572,2013,12
(重生)帝王,43064308,2013,6
抱歉，老子有主了,58006028,2013,3
万法纯阳,34264148,2013,8
在和谐世界捡肥皂,63728904,2013,10
匠者传奇,50448552,2013,5
渣攻穿书之吃干抹净,53869424,2013,11
[综英美]“新生儿”是超级英雄,38641180,2013,11
[综]道可道,48952256,2013,8
红楼之谁家妖孽,41526092,2013,2
[FATE]不渣不幸福,81824704,2013,6
Omega联盟,39670972,2013,11
